-5.487E-05,0.000301,-3.048E-05,-0.00018844,-0.00043284,-1.432E-05,-8.067E-05,0.00031111,-1.971E-05,-0.0001834,-0.00045247,-1.21E-05,-1.849E-05,-4.38E-06,1.24E-06,-0.00030298,-0.000139,-1.617E-05,-1.313E-05,-1.002E-05,1.83E-06,-0.00030258,-0.0001405,-1.6E-05,0.00030747,0.0004723,0.000322,0.00048838,1.904E-05,0.00033374,1.662E-05,0.000334,"D"
-0.00721181,-0.00807053,0.00103633,-0.0007538,-0.00036745,-3.81E-06,-0.00694727,-0.00814176,0.00109502,-0.00074841,-0.00038837,-1.48E-06,-0.00198804,-0.00232542,0.00029634,-0.00015705,1.817E-05,2.92E-06,-0.00190739,-0.00234802,0.00030965,-0.00015695,1.781E-05,2.95E-06,0.01087279,0.0008386,0.01075881,0.00084318,0.00307371,0.00015812,0.00304092,0.00015798,"D"
2.252E-05,-0.00024336,-7.291E-05,-0.00021685,1.514E-05,-6.172E-05,0.00019989,-0.00062056,-0.00014332,-0.00021614,1.252E-05,-6.143E-05,0.00206695,0.00223633,-0.00031692,0.00015342,0.00010931,-1.655E-05,0.00204205,0.00214892,-0.00035381,0.00015208,0.00011454,-1.713E-05,0.00025504,0.00022597,0.00066752,0.00022505,0.00306168,0.0001891,0.00298546,0.00019116,"D"
0.00052779,-0.0003627,4.84E-05,0.00035215,0.00020711,-3.447E-05,0.00024399,-0.00072293,-0.00012381,0.00035157,0.00020937,-3.477E-05,0.00017423,-4.115E-05,4.183E-05,0.00019621,6.62E-05,9.39E-06,1.521E-05,-3.53E-05,6.73E-06,0.00019576,6.788E-05,9.19E-06,0.00064223,0.00040999,0.00077298,0.00041066,0.00018385,0.00020728,3.902E-05,0.0002074,"D"
0.00535738,0.00553163,-0.00066197,-0.00073558,-0.00033831,-8.978E-05,0.0049292,0.00522488,-0.00085613,-0.00073584,-0.00033744,-8.987E-05,0.00142047,0.00173363,-0.00020893,-0.00031992,-0.00016042,-1.627E-05,0.00137801,0.00174936,-0.00021539,-0.00031983,-0.00016083,-1.621E-05,0.00772908,0.00081461,0.0072339,0.00081449,0.00225097,0.00035826,0.00223731,0.00035835,"D"
-0.00095616,-0.00088275,0.00019677,-0.00015343,-0.00025447,-3.314E-05,-0.00105353,-0.00104481,0.00012759,-0.00015356,-0.00025399,-3.319E-05,-0.00197298,-0.00200449,0.00026836,0.00018192,2.62E-05,1.77E-05,-0.0018696,-0.00195928,0.00030741,0.00018196,2.608E-05,1.771E-05,0.00131613,0.00029899,0.00148923,0.00029866,0.00282536,0.00018465,0.00272556,0.00018467,"D"
-0.00105497,-5.193E-05,-1.844E-05,-5.66E-05,-0.00023406,-4.317E-05,-0.00061436,-0.00025752,2.387E-05,-5.578E-05,-0.00023723,-4.28E-05,-2.823E-05,0.00023738,-6.149E-05,2.767E-05,5.83E-06,-2.86E-06,0.00012548,0.00022494,-2.963E-05,2.794E-05,4.79E-06,-2.75E-06,0.00105641,0.00024465,0.00066658,0.00024743,0.00024683,2.842E-05,0.00025927,2.848E-05,"D"
0.00067283,0.00159912,-0.00027925,0.00133235,0.00013886,3.556E-05,0.00105823,0.00140656,-0.00024802,0.00133165,0.00014161,3.527E-05,0.00053994,0.00051595,-8.15E-05,0.00043405,0.00011654,2.46E-05,0.00052268,0.00052002,-8.496E-05,0.00043357,0.00011839,2.44E-05,0.00175723,0.00134004,0.00177758,0.00133962,0.00075125,0.00045009,0.00074219,0.00045011,"D"
0.00041044,0.00065913,-0.00010296,0.00036324,3.429E-05,-2.67E-06,0.00056709,0.00059387,-8.81E-05,0.00036213,3.869E-05,-3.16E-06,-7.289E-05,-0.00026111,4.897E-05,-0.0002692,-2.905E-05,-1.062E-05,-0.00013643,-0.00022575,4.442E-05,-0.00026931,-2.859E-05,-1.068E-05,0.00078327,0.00036486,0.00082586,0.0003642,0.00027548,0.00027097,0.00026748,0.00027104,"D"
-0.00091237,-0.00113737,0.00016131,6.371E-05,-9.573E-05,1.342E-05,-0.00063209,-0.00126238,0.0001852,6.099E-05,-8.509E-05,1.223E-05,-0.00044094,-0.00059883,8.809E-05,-9.984E-05,-4.334E-05,5.36E-06,-0.00039973,-0.00061875,9.11E-05,-0.00010038,-4.126E-05,5.13E-06,0.00146699,0.00011578,0.00142389,0.0001054,0.00074886,0.00010897,0.00074225,0.00010865,"D"
-0.0002788,-0.00010637,7.067E-05,2.53E-06,0.00055656,-4.286E-05,-0.00021249,3.869E-05,0.00012496,1.44E-06,0.00056089,-4.334E-05,0.00016673,0.00027132,-2.385E-05,-1.61E-05,0.00017166,-1.481E-05,0.00011042,0.00034239,-1.585E-05,-1.567E-05,0.00016999,-1.462E-05,0.00030666,0.00055821,0.00024953,0.00056256,0.00031934,0.00017304,0.0003601,0.00017134,"D"
-0.00011015,-0.00024213,0.0001211,-6.366E-05,0.00061493,-5.951E-05,-0.00021638,0.00014378,0.00019995,-6.672E-05,0.00062693,-6.089E-05,5.44E-05,-4.379E-05,1.627E-05,-2.135E-05,1.883E-05,-5.37E-06,-1.25E-06,3.39E-05,2.419E-05,-2.199E-05,2.13E-05,-5.66E-06,0.00029227,0.00062107,0.00032782,0.00063341,7.171E-05,2.897E-05,4.166E-05,3.113E-05,"D"
-0.00504928,-0.00574783,0.00084364,-9.91E-06,0.00048695,-4.821E-05,-0.00533651,-0.0054177,0.00097895,-1.213E-05,0.00049582,-4.917E-05,-0.00145269,-0.00161932,0.00021251,1.581E-05,-3.764E-05,3.32E-06,-0.00150592,-0.00163573,0.00022912,1.606E-05,-3.856E-05,3.45E-06,0.00769705,0.00048943,0.00766734,0.0004984,0.00218579,4.096E-05,0.00223515,4.191E-05,"D"
-0.00032118,-0.00019346,0.0001878,4.09E-05,-0.00022777,-7.58E-06,-0.00082811,0.00053742,0.0002866,3.882E-05,-0.00021961,-8.49E-06,0.00157604,0.00185146,-0.00021861,1.693E-05,-0.00023824,1.354E-05,0.0015028,0.00198504,-0.00023078,1.698E-05,-0.00023848,1.356E-05,0.00041935,0.00023154,0.00102797,0.00022317,0.00244122,0.00023922,0.00250041,0.00023947,"D"
-0.0004375,1.012E-05,0.00013815,-0.00026975,0.00053665,-0.0001163,-0.00076265,0.00047077,0.00020718,-0.00026902,0.0005337,-0.00011596,-2.983E-05,5.22E-05,-1.273E-05,-7.965E-05,0.00019601,-2.788E-05,1.678E-05,-1.709E-05,-2.036E-05,-7.893E-05,0.00019316,-2.756E-05,0.0004589,0.00061179,0.00091988,0.00060882,6.145E-05,0.0002134,3.144E-05,0.00021047,"D"
0.00571449,0.0069219,-0.00080777,-0.00171645,0.00046425,-0.00022013,0.00541553,0.00754036,-0.00081903,-0.0017195,0.00047604,-0.00022146,0.00219714,0.00246849,-0.00033783,-0.00051668,-2.586E-05,-3.708E-05,0.00220649,0.00252485,-0.0003665,-0.00051803,-2.059E-05,-3.768E-05,0.00901224,0.0017917,0.00931964,0.00179787,0.0033219,0.00051866,0.0033731,0.0005198,"D"
-0.00011618,-9.449E-05,1.381E-05,-0.00117599,0.00055467,-0.00020104,-4.097E-05,-0.00015734,2E-08,-0.00118008,0.00057061,-0.00020284,-0.00157586,-0.00189632,0.00022205,0.00014607,2.444E-05,5.16E-06,-0.00147473,-0.00208046,0.00022137,0.00014579,2.556E-05,5.03E-06,0.00015039,0.00131568,0.00016259,0.0013264,0.00247561,0.00014819,0.00255972,0.0001481,"D"
-0.00525635,-0.00576843,0.00070958,-0.00084145,0.00013975,-0.00011464,-0.00481207,-0.00584678,0.0007807,-0.0008471,0.00016183,-0.00011712,-0.00146862,-0.00162113,0.00019879,9.558E-05,-0.00011855,2.468E-05,-0.00136317,-0.00162555,0.00022305,9.514E-05,-0.00011679,2.449E-05,0.0078363,0.00086065,0.00761251,0.00087034,0.00219645,0.00015427,0.00213317,0.00015262,"D"
-0.00053906,0.00022824,2.024E-05,0.00059834,0.00035597,-3.476E-05,-0.00019464,0.00014543,7.172E-05,0.00059543,0.00036727,-3.604E-05,0.00147415,0.00187396,-0.00021542,0.00044994,6.757E-05,2.496E-05,0.00144295,0.00187257,-0.00022156,0.00045079,6.42E-05,2.534E-05,0.00058574,0.00069709,0.00025334,0.00070051,0.002394,0.00045567,0.00237438,0.00045604,"D"
-0.00046622,0.00049139,1.005E-05,0.00043695,0.00030198,-2.249E-05,-0.00019419,0.000411,5.206E-05,0.00043696,0.00030191,-2.246E-05,2.428E-05,8.772E-05,-3.4E-06,-5.38E-05,-1.8E-05,4.09E-06,1.5E-07,8.852E-05,-6.55E-06,-5.282E-05,-2.179E-05,4.53E-06,0.00067744,0.00053162,0.00045754,0.00053159,9.108E-05,5.688E-05,8.876E-05,5.732E-05,"D"
0.0036926,0.00471126,-0.00056877,0.00027793,0.00034438,-7.434E-05,0.00394449,0.00431405,-0.00062461,0.00028104,0.00033218,-7.294E-05,0.00115523,0.00117219,-0.00016078,-4.417E-05,1.178E-05,-1.44E-05,0.00114963,0.00108418,-0.00018796,-4.331E-05,8.41E-06,-1.402E-05,0.00601288,0.00044874,0.00587879,0.00044119,0.00165361,4.793E-05,0.00159136,4.629E-05,"D"
-0.00091654,-0.00077747,8.723E-05,0.00018908,0.00049759,-8.698E-05,-0.00071994,-0.00108937,5.9E-05,0.00019704,0.00046637,-8.346E-05,-0.00153638,-0.00182957,0.00021867,-2.962E-05,5.107E-05,-4.21E-06,-0.00155481,-0.00180114,0.00022787,-2.8E-05,4.473E-05,-3.51E-06,0.00120504,0.00053936,0.0013071,0.00051312,0.00239909,5.918E-05,0.00239028,5.289E-05,"D"
-0.00101338,-0.00070294,7.228E-05,-0.00029201,0.00150105,-0.00019492,-0.00074764,-0.00101132,6.526E-05,-0.00028344,0.0014676,-0.00019121,-2.848E-05,2.192E-05,-4.4E-06,-0.0001415,0.00029514,-3.175E-05,-8.15E-06,2.295E-05,1.84E-06,-0.00014132,0.00029448,-3.169E-05,0.00123543,0.00154156,0.00125936,0.0015069,3.621E-05,0.00032884,2.443E-05,0.00032817,"D"
