-9.92E-06,-2.135E-05,4.83E-06,-6.48E-06,4.347E-05,-1.052E-05,4.04E-06,-2.745E-05,5.52E-06,-2.852E-05,7.864E-05,-1.154E-05,2.92E-06,1.69E-06,-4.4E-07,-2.76E-06,9.11E-06,-9.5E-07,3.62E-06,1.76E-06,-4.2E-07,-1.92E-06,1.459E-05,-1.77E-06,2.403E-05,4.519E-05,2.829E-05,8.444E-05,3.41E-06,9.56E-06,4.05E-06,1.483E-05,"D"
-6.48E-06,-1.739E-05,4.11E-06,-1.969E-05,6.441E-05,-1.04E-05,7.92E-06,-2.278E-05,4.96E-06,-4.526E-05,0.0001457,-1.739E-05,1.04E-06,1.2E-06,-2.2E-07,-4E-06,6.35E-06,4E-08,1.17E-06,1.42E-06,-1.7E-07,-5.07E-06,2.032E-05,-1.77E-06,1.901E-05,6.815E-05,2.462E-05,0.00015356,1.6E-06,7.5E-06,1.85E-06,2.102E-05,"D"
-2.456E-05,-2.573E-05,4.14E-06,-2.73E-05,6.093E-05,-8.2E-06,-4.56E-06,-3.019E-05,6.75E-06,-5.296E-05,0.00014423,-1.457E-05,-5.83E-06,-2.69E-06,1E-08,-2.45E-06,-1.12E-06,7.1E-07,-4.02E-06,-2.39E-06,5.8E-07,-2.48E-06,-4.8E-07,9.1E-07,3.581E-05,6.726E-05,3.127E-05,0.00015433,6.42E-06,2.79E-06,4.72E-06,2.69E-06,"D"
-4.054E-05,-3.691E-05,4.84E-06,-3.302E-05,6.049E-05,-6.32E-06,-2.045E-05,-3.84E-05,8.79E-06,-5.116E-05,0.00011624,-8.78E-06,-4.57E-06,-3.19E-06,2E-07,-1.63E-06,-1.3E-07,5.4E-07,-4.54E-06,-2.35E-06,5.8E-07,5.1E-07,-8E-06,1.66E-06,5.504E-05,6.92E-05,4.438E-05,0.0001273,5.57E-06,1.72E-06,5.14E-06,8.18E-06,"D"
-5.175E-05,-4.551E-05,4.73E-06,-2.965E-05,4.443E-05,-3.77E-06,-2.9E-05,-4.506E-05,9.85E-06,-3.944E-05,5.565E-05,-1.42E-06,-3.2E-06,-2.46E-06,-3E-08,9.6E-07,-4.59E-06,7.3E-07,-2.44E-06,-1.9E-06,3E-07,3.35E-06,-1.731E-05,2.1E-06,6.907E-05,5.355E-05,5.448E-05,6.822E-05,4.04E-06,4.74E-06,3.11E-06,1.776E-05,"D"
-4.394E-05,-4.729E-05,3.83E-06,-2.595E-05,3.833E-05,-2.51E-06,-2.124E-05,-4.502E-05,9.14E-06,-3.226E-05,3.161E-05,1.54E-06,2.69E-06,-6.2E-07,-3.1E-07,1.28E-06,-2.1E-06,4.4E-07,2.68E-06,1E-08,-2.4E-07,2.48E-06,-8.29E-06,1.02E-06,6.467E-05,4.636E-05,5.061E-05,4.519E-05,2.78E-06,2.5E-06,2.69E-06,8.71E-06,"D"
-3.517E-05,-4.151E-05,2.43E-06,-2.662E-05,2.656E-05,-1.22E-06,-1.552E-05,-3.937E-05,7.53E-06,-4.177E-05,4.134E-05,-7E-08,2.51E-06,1.65E-06,-4E-07,-1.9E-07,-3.36E-06,3.7E-07,1.63E-06,1.62E-06,-4.6E-07,-2.72E-06,2.78E-06,-4.6E-07,5.446E-05,3.762E-05,4.298E-05,5.876E-05,3.03E-06,3.39E-06,2.34E-06,3.91E-06,"D"
-2.911E-05,-3.843E-05,1.89E-06,-3.355E-05,2.31E-05,-1.63E-06,-1.054E-05,-3.832E-05,6.52E-06,-4.947E-05,4.886E-05,-1.02E-06,2.02E-06,1.03E-06,-1.8E-07,-2.31E-06,-1.15E-06,-1.4E-07,1.66E-06,3.5E-07,-3.4E-07,-2.57E-06,2.51E-06,-3.2E-07,4.825E-05,4.076E-05,4.027E-05,6.954E-05,2.27E-06,2.59E-06,1.73E-06,3.6E-06,"D"
-1.844E-05,-2.815E-05,1.71E-06,-2.806E-05,1.028E-05,1E-07,-4.02E-06,-3.192E-05,4.63E-06,-4.028E-05,4.874E-05,-5.4E-07,3.05E-06,2.94E-06,-5E-08,1.57E-06,-3.66E-06,4.9E-07,1.86E-06,1.83E-06,-5.4E-07,2.62E-06,-4E-08,1.4E-07,3.369E-05,2.988E-05,3.25E-05,6.323E-05,4.23E-06,4.01E-06,2.66E-06,2.63E-06,"D"
-2.001E-05,-3.054E-05,2.77E-06,-2.172E-05,-1.404E-05,4.3E-06,-3.31E-06,-3.8E-05,5.02E-06,-2.439E-05,2.123E-05,3.98E-06,-5.4E-07,-8.2E-07,3.7E-07,2.19E-06,-8.39E-06,1.45E-06,2.4E-07,-2.1E-06,1.3E-07,5.48E-06,-9.49E-06,1.56E-06,3.661E-05,2.622E-05,3.847E-05,3.258E-05,1.05E-06,8.79E-06,2.12E-06,1.107E-05,"D"
-1.794E-05,-2.805E-05,2.58E-06,-1.293E-05,-1.523E-05,4.39E-06,-2.54E-06,-3.574E-05,4.45E-06,-1.234E-05,1.434E-05,4.32E-06,5.5E-07,6.5E-07,-5E-08,2.31E-06,-3.1E-07,2E-08,2E-07,6E-07,-1.5E-07,3.17E-06,-1.81E-06,9E-08,3.339E-05,2.045E-05,3.61E-05,1.94E-05,8.5E-07,2.33E-06,6.5E-07,3.65E-06,"D"
-1.67E-05,-2.808E-05,2.03E-06,-1.535E-05,-1.73E-05,4.06E-06,6.5E-07,-3.831E-05,3.45E-06,-1.586E-05,1.165E-05,4.06E-06,4.1E-07,-1E-08,-1.8E-07,-8.1E-07,-6.9E-07,-1.1E-07,1.07E-06,-8.6E-07,-3.4E-07,-1.17E-06,-9E-07,-9E-08,3.274E-05,2.348E-05,3.847E-05,2.009E-05,4.5E-07,1.07E-06,1.41E-06,1.48E-06,"D"
-1.859E-05,-2.732E-05,1.45E-06,-1.574E-05,-1.368E-05,2.58E-06,-1.54E-06,-3.764E-05,2.82E-06,-1.777E-05,1.761E-05,2.51E-06,-5.7E-07,2.3E-07,-1.8E-07,-1.2E-07,1.1E-06,-4.5E-07,-6.6E-07,2E-07,-1.9E-07,-5.8E-07,1.81E-06,-4.7E-07,3.308E-05,2.101E-05,3.778E-05,2.514E-05,6.4E-07,1.19E-06,7.2E-07,1.95E-06,"D"
5.5E-07,-2.008E-05,-1.51E-06,-1.64E-05,-1.255E-05,1.1E-06,2.343E-05,-3.48E-05,-1.7E-06,-1.913E-05,2.325E-05,8.9E-07,5.63E-06,2.13E-06,-8.7E-07,-2E-07,3.3E-07,-4.3E-07,7.34E-06,8.4E-07,-1.33E-06,-4E-07,1.66E-06,-4.8E-07,2.015E-05,2.068E-05,4.199E-05,3.012E-05,6.08E-06,5.8E-07,7.51E-06,1.77E-06,"D"
6.13E-06,-1.751E-05,-2.22E-06,-1.278E-05,-1.211E-05,-4E-07,2.765E-05,-3.059E-05,-2.46E-06,-1.547E-05,1.507E-05,4.6E-07,1.55E-06,7.2E-07,-2E-07,1.01E-06,1.2E-07,-4.2E-07,1.17E-06,1.17E-06,-2.1E-07,1.02E-06,-2.27E-06,-1.2E-07,1.868E-05,1.761E-05,4.131E-05,2.16E-05,1.72E-06,1.1E-06,1.67E-06,2.49E-06,"D"
7.85E-06,-1.897E-05,-2.58E-06,-9.19E-06,-1.404E-05,-1.79E-06,2.98E-05,-3.228E-05,-2.9E-06,-1.144E-05,1.074E-05,-1.11E-06,5.9E-07,-5.1E-07,-1.3E-07,1.24E-06,-6.7E-07,-4.8E-07,7.4E-07,-5.8E-07,-1.5E-07,1.39E-06,-1.49E-06,-5.4E-07,2.07E-05,1.687E-05,4.402E-05,1.573E-05,7.9E-07,1.49E-06,9.5E-07,2.11E-06,"D"
-1.301E-05,-2.87E-05,-2.5E-07,-7.42E-06,-1.357E-05,-2.8E-06,3.69E-06,-4.137E-05,3.1E-07,-8.63E-06,9.42E-06,-2.42E-06,-5.49E-06,-2.56E-06,6.1E-07,4.6E-07,1.3E-07,-2.7E-07,-6.87E-06,-2.39E-06,8.4E-07,7.4E-07,-3.5E-07,-3.5E-07,3.151E-05,1.572E-05,4.154E-05,1.3E-05,6.09E-06,5.5E-07,7.33E-06,8.9E-07,"D"
-2.717E-05,-3.724E-05,2.9E-07,-4.89E-06,-1.35E-05,-3.05E-06,-9.98E-06,-4.958E-05,1.45E-06,-4.49E-06,1.659E-05,-4.03E-06,-4.72E-06,-2.85E-06,1.8E-07,8.5E-07,2E-08,-8E-08,-4.56E-06,-2.74E-06,3.8E-07,1.38E-06,2.39E-06,-5.4E-07,4.61E-05,1.467E-05,5.06E-05,1.765E-05,5.52E-06,8.5E-07,5.33E-06,2.81E-06,"D"
-2.188E-05,-2.783E-05,-8.4E-07,-2.27E-06,-1.048E-05,-2.7E-06,-7.27E-06,-3.938E-05,1E-07,-1.06E-06,1.713E-05,-3.42E-06,1.35E-06,2.41E-06,-2.9E-07,6.7E-07,7.7E-07,9E-08,7E-07,2.62E-06,-3.5E-07,8.8E-07,1.4E-07,1.6E-07,3.541E-05,1.105E-05,4.004E-05,1.75E-05,2.78E-06,1.03E-06,2.73E-06,9E-07,"D"
-1.891E-05,-2.24E-05,-1.83E-06,7.4E-07,-1.091E-05,-1.93E-06,-5.13E-06,-3.144E-05,-3.9E-07,5.7E-07,1.254E-05,-1.48E-06,9.9E-07,1.81E-06,-3.3E-07,1E-06,-1.5E-07,2.6E-07,7.1E-07,2.64E-06,-1.6E-07,5.4E-07,-1.53E-06,6.5E-07,2.937E-05,1.111E-05,3.186E-05,1.264E-05,2.09E-06,1.05E-06,2.74E-06,1.75E-06,"D"
-5.151E-05,-3.012E-05,-2.01E-06,1.21E-06,-1.087E-05,-1.1E-06,-3E-05,-3.622E-05,1.75E-06,-7.4E-07,5.14E-06,1.7E-07,-9.88E-06,-2.34E-06,-5E-08,1.4E-07,1E-08,2.5E-07,-7.54E-06,-1.45E-06,6.5E-07,-4E-07,-2.24E-06,5E-07,5.971E-05,1.099E-05,4.706E-05,5.2E-06,1.015E-05,2.9E-07,7.7E-06,2.33E-06,"D"
-9.392E-05,-4.796E-05,-1.62E-06,5.34E-06,-1.311E-05,2.3E-07,-6.198E-05,-5.078E-05,4.85E-06,-2.41E-06,-5.25E-06,2.09E-06,-1.285E-05,-5.41E-06,1.2E-07,1.25E-06,-6.8E-07,4E-07,-9.69E-06,-4.41E-06,9.4E-07,-5E-07,-3.15E-06,5.8E-07,0.00010547,1.416E-05,8.027E-05,6.14E-06,1.394E-05,1.48E-06,1.069E-05,3.24E-06,"D"
